2024-04-01 11:22:50,490 8412 [restartedMain] INFO  b.c.p.a.ApiCurrencyConverterApplication - Fim da aplicacao
2024-04-01 11:23:09,331 27253 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2024-04-01 11:23:09,371 27293 [Thread-5] INFO  o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
2024-04-01 11:23:09,372 27294 [Thread-5] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2024-04-01 11:23:09,378 27300 [Thread-5] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2024-04-01 11:23:09,385 27307 [Thread-5] INFO  o.a.coyote.http11.Http11NioProtocol - Destroying ProtocolHandler ["http-nio-8080"]
2024-04-01 11:23:09,389 27311 [Thread-5] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-04-01 11:23:09,402 27324 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-04-01 11:23:09,421 27343 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-04-01 11:23:09,472 27394 [restartedMain] INFO  b.c.p.a.ApiCurrencyConverterApplication - Inicio da aplicacao
2024-04-01 11:23:56,140 74062 [restartedMain] INFO  b.c.p.a.ApiCurrencyConverterApplication - Starting ApiCurrencyConverterApplication using Java 17.0.10 with PID 22188 (C:\Users\paulo\OneDrive\Documentos\Projeto_PDT\api-currency-converter\target\classes started by paulo in C:\Users\paulo\OneDrive\Documentos\Projeto_PDT\api-currency-converter)
2024-04-01 11:23:56,141 74063 [restartedMain] INFO  b.c.p.a.ApiCurrencyConverterApplication - No active profile set, falling back to 1 default profile: "default"
2024-04-01 11:23:56,432 74354 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-04-01 11:23:56,451 74373 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 18 ms. Found 2 JPA repository interfaces.
2024-04-01 11:23:56,554 74476 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2024-04-01 11:23:56,555 74477 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2024-04-01 11:23:56,556 74478 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-04-01 11:23:56,556 74478 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2024-04-01 11:23:56,579 74501 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-04-01 11:23:56,579 74501 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 432 ms
2024-04-01 11:23:56,605 74527 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2024-04-01 11:23:56,633 74555 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1c5a854f
2024-04-01 11:23:56,634 74556 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2024-04-01 11:23:56,636 74558 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:mysql://localhost:3306/currencyconverter'
2024-04-01 11:23:56,687 74609 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-04-01 11:23:56,706 74628 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-04-01 11:23:56,819 74741 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-04-01 11:23:56,838 74760 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-04-01 11:23:56,995 74917 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-04-01 11:23:57,147 75069 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-04-01 11:23:57,154 75076 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2024-04-01 11:23:57,160 75082 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2024-04-01 11:23:57,165 75087 [restartedMain] INFO  b.c.p.a.ApiCurrencyConverterApplication - Started ApiCurrencyConverterApplication in 1.14 seconds (process running for 75.264)
2024-04-01 11:23:57,169 75091 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-04-01 11:23:57,170 75092 [restartedMain] INFO  b.c.p.a.ApiCurrencyConverterApplication - Fim da aplicacao
2024-04-01 11:24:58,525 136447 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=1m1s784ms416µs200ns).
